,Age_group,Facility,Gender,APR,Predict,County
15558,50 to 69,Samaritan Medical Center,M,Septicemia & disseminated infections,5518.910487,Jefferson
15559,50 to 69,Samaritan Medical Center,M,Vaginal delivery,3914.970723,Jefferson
15560,50 to 69,Saratoga Hospital,F,Cellulitis & other skin infections,5221.606911,Saratoga
15561,50 to 69,Saratoga Hospital,F,Cesarean delivery,5466.279927,Saratoga
15562,50 to 69,Saratoga Hospital,F,Chronic obstructive pulmonary disease,6128.945241,Saratoga
15563,50 to 69,Saratoga Hospital,F,Heart failure,6224.552407,Saratoga
15564,50 to 69,Saratoga Hospital,F,Knee joint replacement,18129.76193,Saratoga
15565,50 to 69,Saratoga Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1922.030181,Saratoga
15566,50 to 69,Saratoga Hospital,F,Other pneumonia,6013.116379,Saratoga
15567,50 to 69,Saratoga Hospital,F,Schizophrenia,1445.679806,Saratoga
15568,50 to 69,Saratoga Hospital,F,Septicemia & disseminated infections,6569.737445,Saratoga
15569,50 to 69,Saratoga Hospital,F,Vaginal delivery,4965.797681,Saratoga
15570,50 to 69,Saratoga Hospital,M,Cellulitis & other skin infections,5451.916454,Saratoga
15571,50 to 69,Saratoga Hospital,M,Cesarean delivery,5696.58947,Saratoga
15572,50 to 69,Saratoga Hospital,M,Chronic obstructive pulmonary disease,6359.254784,Saratoga
15573,50 to 69,Saratoga Hospital,M,Heart failure,6454.86195,Saratoga
15574,50 to 69,Saratoga Hospital,M,Knee joint replacement,18360.07147,Saratoga
15575,50 to 69,Saratoga Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2152.339724,Saratoga
15576,50 to 69,Saratoga Hospital,M,Other pneumonia,6243.425922,Saratoga
15577,50 to 69,Saratoga Hospital,M,Schizophrenia,1675.989349,Saratoga
15578,50 to 69,Saratoga Hospital,M,Septicemia & disseminated infections,6800.046988,Saratoga
15579,50 to 69,Saratoga Hospital,M,Vaginal delivery,5196.107224,Saratoga
15580,50 to 69,Schuyler Hospital,F,Cellulitis & other skin infections,1267.551883,Schuyler
15581,50 to 69,Schuyler Hospital,F,Cesarean delivery,1512.224899,Schuyler
15582,50 to 69,Schuyler Hospital,F,Chronic obstructive pulmonary disease,2174.890213,Schuyler
15583,50 to 69,Schuyler Hospital,F,Heart failure,2270.497379,Schuyler
15584,50 to 69,Schuyler Hospital,F,Knee joint replacement,14175.7069,Schuyler
15585,50 to 69,Schuyler Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-2032.024847,Schuyler
15586,50 to 69,Schuyler Hospital,F,Other pneumonia,2059.061351,Schuyler
15587,50 to 69,Schuyler Hospital,F,Schizophrenia,-2508.375221,Schuyler
15588,50 to 69,Schuyler Hospital,F,Septicemia & disseminated infections,2615.682417,Schuyler
15589,50 to 69,Schuyler Hospital,F,Vaginal delivery,1011.742653,Schuyler
15590,50 to 69,Schuyler Hospital,M,Cellulitis & other skin infections,1497.861426,Schuyler
15591,50 to 69,Schuyler Hospital,M,Cesarean delivery,1742.534442,Schuyler
15592,50 to 69,Schuyler Hospital,M,Chronic obstructive pulmonary disease,2405.199756,Schuyler
15593,50 to 69,Schuyler Hospital,M,Heart failure,2500.806922,Schuyler
15594,50 to 69,Schuyler Hospital,M,Knee joint replacement,14406.01644,Schuyler
15595,50 to 69,Schuyler Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-1801.715304,Schuyler
15596,50 to 69,Schuyler Hospital,M,Other pneumonia,2289.370894,Schuyler
15597,50 to 69,Schuyler Hospital,M,Schizophrenia,-2278.065678,Schuyler
15598,50 to 69,Schuyler Hospital,M,Septicemia & disseminated infections,2845.99196,Schuyler
15599,50 to 69,Schuyler Hospital,M,Vaginal delivery,1242.052196,Schuyler
15600,50 to 69,Sisters of Charity Hospital,F,Cellulitis & other skin infections,4081.34757,Erie
15601,50 to 69,Sisters of Charity Hospital,F,Cesarean delivery,4326.020586,Erie
15602,50 to 69,Sisters of Charity Hospital,F,Chronic obstructive pulmonary disease,4988.6859,Erie
15603,50 to 69,Sisters of Charity Hospital,F,Heart failure,5084.293066,Erie
15604,50 to 69,Sisters of Charity Hospital,F,Knee joint replacement,16989.50258,Erie
15605,50 to 69,Sisters of Charity Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",781.7708402,Erie
15606,50 to 69,Sisters of Charity Hospital,F,Other pneumonia,4872.857038,Erie
15607,50 to 69,Sisters of Charity Hospital,F,Schizophrenia,305.4204656,Erie
15608,50 to 69,Sisters of Charity Hospital,F,Septicemia & disseminated infections,5429.478104,Erie
15609,50 to 69,Sisters of Charity Hospital,F,Vaginal delivery,3825.53834,Erie
15610,50 to 69,Sisters of Charity Hospital,M,Cellulitis & other skin infections,4311.657113,Erie
15611,50 to 69,Sisters of Charity Hospital,M,Cesarean delivery,4556.330129,Erie
15612,50 to 69,Sisters of Charity Hospital,M,Chronic obstructive pulmonary disease,5218.995443,Erie
15613,50 to 69,Sisters of Charity Hospital,M,Heart failure,5314.602609,Erie
15614,50 to 69,Sisters of Charity Hospital,M,Knee joint replacement,17219.81213,Erie
15615,50 to 69,Sisters of Charity Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1012.080383,Erie
15616,50 to 69,Sisters of Charity Hospital,M,Other pneumonia,5103.166581,Erie
15617,50 to 69,Sisters of Charity Hospital,M,Schizophrenia,535.7300086,Erie
15618,50 to 69,Sisters of Charity Hospital,M,Septicemia & disseminated infections,5659.787647,Erie
15619,50 to 69,Sisters of Charity Hospital,M,Vaginal delivery,4055.847883,Erie
15620,50 to 69,Sisters of Charity Hospital - St Joseph Campus,F,Cellulitis & other skin infections,1770.850547,Erie
15621,50 to 69,Sisters of Charity Hospital - St Joseph Campus,F,Cesarean delivery,2015.523562,Erie
15622,50 to 69,Sisters of Charity Hospital - St Joseph Campus,F,Chronic obstructive pulmonary disease,2678.188877,Erie
15623,50 to 69,Sisters of Charity Hospital - St Joseph Campus,F,Heart failure,2773.796042,Erie
15624,50 to 69,Sisters of Charity Hospital - St Joseph Campus,F,Knee joint replacement,14679.00556,Erie
15625,50 to 69,Sisters of Charity Hospital - St Joseph Campus,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-1528.726183,Erie
15626,50 to 69,Sisters of Charity Hospital - St Joseph Campus,F,Other pneumonia,2562.360015,Erie
15627,50 to 69,Sisters of Charity Hospital - St Joseph Campus,F,Schizophrenia,-2005.076558,Erie
15628,50 to 69,Sisters of Charity Hospital - St Joseph Campus,F,Septicemia & disseminated infections,3118.98108,Erie
15629,50 to 69,Sisters of Charity Hospital - St Joseph Campus,F,Vaginal delivery,1515.041317,Erie
15630,50 to 69,Sisters of Charity Hospital - St Joseph Campus,M,Cellulitis & other skin infections,2001.16009,Erie
15631,50 to 69,Sisters of Charity Hospital - St Joseph Campus,M,Cesarean delivery,2245.833106,Erie
15632,50 to 69,Sisters of Charity Hospital - St Joseph Campus,M,Chronic obstructive pulmonary disease,2908.49842,Erie
15633,50 to 69,Sisters of Charity Hospital - St Joseph Campus,M,Heart failure,3004.105585,Erie
15634,50 to 69,Sisters of Charity Hospital - St Joseph Campus,M,Knee joint replacement,14909.3151,Erie
15635,50 to 69,Sisters of Charity Hospital - St Joseph Campus,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-1298.41664,Erie
15636,50 to 69,Sisters of Charity Hospital - St Joseph Campus,M,Other pneumonia,2792.669558,Erie
15637,50 to 69,Sisters of Charity Hospital - St Joseph Campus,M,Schizophrenia,-1774.767015,Erie
15638,50 to 69,Sisters of Charity Hospital - St Joseph Campus,M,Septicemia & disseminated infections,3349.290623,Erie
15639,50 to 69,Sisters of Charity Hospital - St Joseph Campus,M,Vaginal delivery,1745.35086,Erie
15640,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,F,Cellulitis & other skin infections,3116.974462,Yates
15641,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,F,Cesarean delivery,3361.647478,Yates
15642,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,F,Chronic obstructive pulmonary disease,4024.312792,Yates
15643,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,F,Heart failure,4119.919958,Yates
15644,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,F,Knee joint replacement,16025.12948,Yates
15645,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-182.6022676,Yates
15646,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,F,Other pneumonia,3908.48393,Yates
15647,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,F,Schizophrenia,-658.9526421,Yates
15648,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,F,Septicemia & disseminated infections,4465.104996,Yates
15649,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,F,Vaginal delivery,2861.165232,Yates
15650,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,M,Cellulitis & other skin infections,3347.284005,Yates
15651,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,M,Cesarean delivery,3591.957021,Yates
15652,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,M,Chronic obstructive pulmonary disease,4254.622335,Yates
15653,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,M,Heart failure,4350.229501,Yates
15654,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,M,Knee joint replacement,16255.43902,Yates
15655,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",47.70727544,Yates
15656,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,M,Other pneumonia,4138.793473,Yates
15657,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,M,Schizophrenia,-428.6430991,Yates
15658,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,M,Septicemia & disseminated infections,4695.414539,Yates
15659,50 to 69,Soldiers and Sailors Memorial Hospital of Yates County Inc,M,Vaginal delivery,3091.474775,Yates
15660,50 to 69,South Nassau Communities Hospital,F,Cellulitis & other skin infections,7397.544577,Nassau
15661,50 to 69,South Nassau Communities Hospital,F,Cesarean delivery,7642.217593,Nassau
15662,50 to 69,South Nassau Communities Hospital,F,Chronic obstructive pulmonary disease,8304.882907,Nassau
15663,50 to 69,South Nassau Communities Hospital,F,Heart failure,8400.490072,Nassau
15664,50 to 69,South Nassau Communities Hospital,F,Knee joint replacement,20305.69959,Nassau
15665,50 to 69,South Nassau Communities Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",4097.967847,Nassau
15666,50 to 69,South Nassau Communities Hospital,F,Other pneumonia,8189.054045,Nassau
15667,50 to 69,South Nassau Communities Hospital,F,Schizophrenia,3621.617472,Nassau
15668,50 to 69,South Nassau Communities Hospital,F,Septicemia & disseminated infections,8745.67511,Nassau
15669,50 to 69,South Nassau Communities Hospital,F,Vaginal delivery,7141.735347,Nassau
15670,50 to 69,South Nassau Communities Hospital,M,Cellulitis & other skin infections,7627.85412,Nassau
15671,50 to 69,South Nassau Communities Hospital,M,Cesarean delivery,7872.527136,Nassau
15672,50 to 69,South Nassau Communities Hospital,M,Chronic obstructive pulmonary disease,8535.19245,Nassau
15673,50 to 69,South Nassau Communities Hospital,M,Heart failure,8630.799616,Nassau
15674,50 to 69,South Nassau Communities Hospital,M,Knee joint replacement,20536.00913,Nassau
15675,50 to 69,South Nassau Communities Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",4328.27739,Nassau
15676,50 to 69,South Nassau Communities Hospital,M,Other pneumonia,8419.363588,Nassau
15677,50 to 69,South Nassau Communities Hospital,M,Schizophrenia,3851.927015,Nassau
15678,50 to 69,South Nassau Communities Hospital,M,Septicemia & disseminated infections,8975.984653,Nassau
15679,50 to 69,South Nassau Communities Hospital,M,Vaginal delivery,7372.04489,Nassau
15680,50 to 69,Southampton Hospital,F,Cellulitis & other skin infections,8035.671786,Suffolk
15681,50 to 69,Southampton Hospital,F,Cesarean delivery,8280.344802,Suffolk
15682,50 to 69,Southampton Hospital,F,Chronic obstructive pulmonary disease,8943.010116,Suffolk
15683,50 to 69,Southampton Hospital,F,Heart failure,9038.617282,Suffolk
15684,50 to 69,Southampton Hospital,F,Knee joint replacement,20943.8268,Suffolk
15685,50 to 69,Southampton Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",4736.095056,Suffolk
15686,50 to 69,Southampton Hospital,F,Other pneumonia,8827.181254,Suffolk
15687,50 to 69,Southampton Hospital,F,Schizophrenia,4259.744682,Suffolk
15688,50 to 69,Southampton Hospital,F,Septicemia & disseminated infections,9383.80232,Suffolk
15689,50 to 69,Southampton Hospital,F,Vaginal delivery,7779.862556,Suffolk
15690,50 to 69,Southampton Hospital,M,Cellulitis & other skin infections,8265.981329,Suffolk
15691,50 to 69,Southampton Hospital,M,Cesarean delivery,8510.654345,Suffolk
15692,50 to 69,Southampton Hospital,M,Chronic obstructive pulmonary disease,9173.319659,Suffolk
15693,50 to 69,Southampton Hospital,M,Heart failure,9268.926825,Suffolk
15694,50 to 69,Southampton Hospital,M,Knee joint replacement,21174.13634,Suffolk
15695,50 to 69,Southampton Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",4966.404599,Suffolk
15696,50 to 69,Southampton Hospital,M,Other pneumonia,9057.490797,Suffolk
15697,50 to 69,Southampton Hospital,M,Schizophrenia,4490.054225,Suffolk
15698,50 to 69,Southampton Hospital,M,Septicemia & disseminated infections,9614.111863,Suffolk
15699,50 to 69,Southampton Hospital,M,Vaginal delivery,8010.172099,Suffolk
15700,50 to 69,Southside Hospital,F,Cellulitis & other skin infections,8698.807889,Suffolk
15701,50 to 69,Southside Hospital,F,Cesarean delivery,8943.480905,Suffolk
15702,50 to 69,Southside Hospital,F,Chronic obstructive pulmonary disease,9606.146219,Suffolk
15703,50 to 69,Southside Hospital,F,Heart failure,9701.753385,Suffolk
15704,50 to 69,Southside Hospital,F,Knee joint replacement,21606.9629,Suffolk
15705,50 to 69,Southside Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",5399.231159,Suffolk
15706,50 to 69,Southside Hospital,F,Other pneumonia,9490.317357,Suffolk
15707,50 to 69,Southside Hospital,F,Schizophrenia,4922.880785,Suffolk
15708,50 to 69,Southside Hospital,F,Septicemia & disseminated infections,10046.93842,Suffolk
15709,50 to 69,Southside Hospital,F,Vaginal delivery,8442.998659,Suffolk
15710,50 to 69,Southside Hospital,M,Cellulitis & other skin infections,8929.117432,Suffolk
15711,50 to 69,Southside Hospital,M,Cesarean delivery,9173.790448,Suffolk
15712,50 to 69,Southside Hospital,M,Chronic obstructive pulmonary disease,9836.455762,Suffolk
15713,50 to 69,Southside Hospital,M,Heart failure,9932.062928,Suffolk
15714,50 to 69,Southside Hospital,M,Knee joint replacement,21837.27245,Suffolk
15715,50 to 69,Southside Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",5629.540702,Suffolk
15716,50 to 69,Southside Hospital,M,Other pneumonia,9720.6269,Suffolk
15717,50 to 69,Southside Hospital,M,Schizophrenia,5153.190328,Suffolk
15718,50 to 69,Southside Hospital,M,Septicemia & disseminated infections,10277.24797,Suffolk
15719,50 to 69,Southside Hospital,M,Vaginal delivery,8673.308202,Suffolk
15720,50 to 69,St Anthony Community Hospital,F,Cellulitis & other skin infections,12222.45437,Orange
15721,50 to 69,St Anthony Community Hospital,F,Cesarean delivery,12467.12738,Orange
15722,50 to 69,St Anthony Community Hospital,F,Chronic obstructive pulmonary disease,13129.7927,Orange
15723,50 to 69,St Anthony Community Hospital,F,Heart failure,13225.39986,Orange
15724,50 to 69,St Anthony Community Hospital,F,Knee joint replacement,25130.60938,Orange
15725,50 to 69,St Anthony Community Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",8922.877638,Orange
15726,50 to 69,St Anthony Community Hospital,F,Other pneumonia,13013.96384,Orange
15727,50 to 69,St Anthony Community Hospital,F,Schizophrenia,8446.527263,Orange
15728,50 to 69,St Anthony Community Hospital,F,Septicemia & disseminated infections,13570.5849,Orange
15729,50 to 69,St Anthony Community Hospital,F,Vaginal delivery,11966.64514,Orange
15730,50 to 69,St Anthony Community Hospital,M,Cellulitis & other skin infections,12452.76391,Orange
15731,50 to 69,St Anthony Community Hospital,M,Cesarean delivery,12697.43693,Orange
15732,50 to 69,St Anthony Community Hospital,M,Chronic obstructive pulmonary disease,13360.10224,Orange
15733,50 to 69,St Anthony Community Hospital,M,Heart failure,13455.70941,Orange
15734,50 to 69,St Anthony Community Hospital,M,Knee joint replacement,25360.91893,Orange
15735,50 to 69,St Anthony Community Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",9153.187181,Orange
15736,50 to 69,St Anthony Community Hospital,M,Other pneumonia,13244.27338,Orange
15737,50 to 69,St Anthony Community Hospital,M,Schizophrenia,8676.836806,Orange
15738,50 to 69,St Anthony Community Hospital,M,Septicemia & disseminated infections,13800.89444,Orange
15739,50 to 69,St Anthony Community Hospital,M,Vaginal delivery,12196.95468,Orange
15740,50 to 69,St Catherine of Siena Hospital,F,Cellulitis & other skin infections,9635.54831,Suffolk
15741,50 to 69,St Catherine of Siena Hospital,F,Cesarean delivery,9880.221326,Suffolk
15742,50 to 69,St Catherine of Siena Hospital,F,Chronic obstructive pulmonary disease,10542.88664,Suffolk
15743,50 to 69,St Catherine of Siena Hospital,F,Heart failure,10638.49381,Suffolk
15744,50 to 69,St Catherine of Siena Hospital,F,Knee joint replacement,22543.70332,Suffolk
15745,50 to 69,St Catherine of Siena Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",6335.97158,Suffolk
15746,50 to 69,St Catherine of Siena Hospital,F,Other pneumonia,10427.05778,Suffolk
15747,50 to 69,St Catherine of Siena Hospital,F,Schizophrenia,5859.621205,Suffolk
15748,50 to 69,St Catherine of Siena Hospital,F,Septicemia & disseminated infections,10983.67884,Suffolk
15749,50 to 69,St Catherine of Siena Hospital,F,Vaginal delivery,9379.73908,Suffolk
15750,50 to 69,St Catherine of Siena Hospital,M,Cellulitis & other skin infections,9865.857853,Suffolk
15751,50 to 69,St Catherine of Siena Hospital,M,Cesarean delivery,10110.53087,Suffolk
15752,50 to 69,St Catherine of Siena Hospital,M,Chronic obstructive pulmonary disease,10773.19618,Suffolk
15753,50 to 69,St Catherine of Siena Hospital,M,Heart failure,10868.80335,Suffolk
15754,50 to 69,St Catherine of Siena Hospital,M,Knee joint replacement,22774.01287,Suffolk
15755,50 to 69,St Catherine of Siena Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",6566.281123,Suffolk
15756,50 to 69,St Catherine of Siena Hospital,M,Other pneumonia,10657.36732,Suffolk
15757,50 to 69,St Catherine of Siena Hospital,M,Schizophrenia,6089.930748,Suffolk
15758,50 to 69,St Catherine of Siena Hospital,M,Septicemia & disseminated infections,11213.98839,Suffolk
15759,50 to 69,St Catherine of Siena Hospital,M,Vaginal delivery,9610.048623,Suffolk
15760,50 to 69,St Charles Hospital,F,Cellulitis & other skin infections,10022.1214,Suffolk
15761,50 to 69,St Charles Hospital,F,Cesarean delivery,10266.79441,Suffolk
15762,50 to 69,St Charles Hospital,F,Chronic obstructive pulmonary disease,10929.45973,Suffolk
15763,50 to 69,St Charles Hospital,F,Heart failure,11025.06689,Suffolk
15764,50 to 69,St Charles Hospital,F,Knee joint replacement,22930.27641,Suffolk
15765,50 to 69,St Charles Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",6722.544669,Suffolk
15766,50 to 69,St Charles Hospital,F,Other pneumonia,10813.63087,Suffolk
15767,50 to 69,St Charles Hospital,F,Schizophrenia,6246.194294,Suffolk
15768,50 to 69,St Charles Hospital,F,Septicemia & disseminated infections,11370.25193,Suffolk
15769,50 to 69,St Charles Hospital,F,Vaginal delivery,9766.312169,Suffolk
15770,50 to 69,St Charles Hospital,M,Cellulitis & other skin infections,10252.43094,Suffolk
15771,50 to 69,St Charles Hospital,M,Cesarean delivery,10497.10396,Suffolk
15772,50 to 69,St Charles Hospital,M,Chronic obstructive pulmonary disease,11159.76927,Suffolk
15773,50 to 69,St Charles Hospital,M,Heart failure,11255.37644,Suffolk
15774,50 to 69,St Charles Hospital,M,Knee joint replacement,23160.58596,Suffolk
15775,50 to 69,St Charles Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",6952.854212,Suffolk
15776,50 to 69,St Charles Hospital,M,Other pneumonia,11043.94041,Suffolk
15777,50 to 69,St Charles Hospital,M,Schizophrenia,6476.503837,Suffolk
15778,50 to 69,St Charles Hospital,M,Septicemia & disseminated infections,11600.56148,Suffolk
15779,50 to 69,St Charles Hospital,M,Vaginal delivery,9996.621712,Suffolk
15780,50 to 69,St Elizabeth Medical Center,F,Cellulitis & other skin infections,5741.589197,Oneida
15781,50 to 69,St Elizabeth Medical Center,F,Cesarean delivery,5986.262213,Oneida
15782,50 to 69,St Elizabeth Medical Center,F,Chronic obstructive pulmonary disease,6648.927527,Oneida
15783,50 to 69,St Elizabeth Medical Center,F,Heart failure,6744.534693,Oneida
15784,50 to 69,St Elizabeth Medical Center,F,Knee joint replacement,18649.74421,Oneida
15785,50 to 69,St Elizabeth Medical Center,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2442.012467,Oneida
15786,50 to 69,St Elizabeth Medical Center,F,Other pneumonia,6533.098665,Oneida
15787,50 to 69,St Elizabeth Medical Center,F,Schizophrenia,1965.662092,Oneida
15788,50 to 69,St Elizabeth Medical Center,F,Septicemia & disseminated infections,7089.719731,Oneida
15789,50 to 69,St Elizabeth Medical Center,F,Vaginal delivery,5485.779967,Oneida
15790,50 to 69,St Elizabeth Medical Center,M,Cellulitis & other skin infections,5971.89874,Oneida
15791,50 to 69,St Elizabeth Medical Center,M,Cesarean delivery,6216.571756,Oneida
15792,50 to 69,St Elizabeth Medical Center,M,Chronic obstructive pulmonary disease,6879.23707,Oneida
15793,50 to 69,St Elizabeth Medical Center,M,Heart failure,6974.844236,Oneida
15794,50 to 69,St Elizabeth Medical Center,M,Knee joint replacement,18880.05375,Oneida
15795,50 to 69,St Elizabeth Medical Center,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2672.32201,Oneida
15796,50 to 69,St Elizabeth Medical Center,M,Other pneumonia,6763.408208,Oneida
15797,50 to 69,St Elizabeth Medical Center,M,Schizophrenia,2195.971635,Oneida
15798,50 to 69,St Elizabeth Medical Center,M,Septicemia & disseminated infections,7320.029274,Oneida
15799,50 to 69,St Elizabeth Medical Center,M,Vaginal delivery,5716.08951,Oneida
15800,50 to 69,St Francis Hospital,F,Cellulitis & other skin infections,12535.27945,Nassau
15801,50 to 69,St Francis Hospital,F,Cesarean delivery,12779.95247,Nassau
15802,50 to 69,St Francis Hospital,F,Chronic obstructive pulmonary disease,13442.61778,Nassau
15803,50 to 69,St Francis Hospital,F,Heart failure,13538.22495,Nassau
15804,50 to 69,St Francis Hospital,F,Knee joint replacement,25443.43447,Nassau
15805,50 to 69,St Francis Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",9235.702722,Nassau
15806,50 to 69,St Francis Hospital,F,Other pneumonia,13326.78892,Nassau
15807,50 to 69,St Francis Hospital,F,Schizophrenia,8759.352347,Nassau
15808,50 to 69,St Francis Hospital,F,Septicemia & disseminated infections,13883.40999,Nassau
15809,50 to 69,St Francis Hospital,F,Vaginal delivery,12279.47022,Nassau
15810,50 to 69,St Francis Hospital,M,Cellulitis & other skin infections,12765.58899,Nassau
15811,50 to 69,St Francis Hospital,M,Cesarean delivery,13010.26201,Nassau
15812,50 to 69,St Francis Hospital,M,Chronic obstructive pulmonary disease,13672.92732,Nassau
15813,50 to 69,St Francis Hospital,M,Heart failure,13768.53449,Nassau
15814,50 to 69,St Francis Hospital,M,Knee joint replacement,25673.74401,Nassau
15815,50 to 69,St Francis Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",9466.012265,Nassau
15816,50 to 69,St Francis Hospital,M,Other pneumonia,13557.09846,Nassau
15817,50 to 69,St Francis Hospital,M,Schizophrenia,8989.66189,Nassau
15818,50 to 69,St Francis Hospital,M,Septicemia & disseminated infections,14113.71953,Nassau
15819,50 to 69,St Francis Hospital,M,Vaginal delivery,12509.77976,Nassau
15820,50 to 69,St James Mercy Hospital,F,Cellulitis & other skin infections,1798.060444,Steuben
15821,50 to 69,St James Mercy Hospital,F,Cesarean delivery,2042.73346,Steuben
15822,50 to 69,St James Mercy Hospital,F,Chronic obstructive pulmonary disease,2705.398774,Steuben
15823,50 to 69,St James Mercy Hospital,F,Heart failure,2801.00594,Steuben
15824,50 to 69,St James Mercy Hospital,F,Knee joint replacement,14706.21546,Steuben
15825,50 to 69,St James Mercy Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-1501.516286,Steuben
15826,50 to 69,St James Mercy Hospital,F,Other pneumonia,2589.569912,Steuben
15827,50 to 69,St James Mercy Hospital,F,Schizophrenia,-1977.866661,Steuben
15828,50 to 69,St James Mercy Hospital,F,Septicemia & disseminated infections,3146.190978,Steuben
15829,50 to 69,St James Mercy Hospital,F,Vaginal delivery,1542.251214,Steuben
15830,50 to 69,St James Mercy Hospital,M,Cellulitis & other skin infections,2028.369987,Steuben
15831,50 to 69,St James Mercy Hospital,M,Cesarean delivery,2273.043003,Steuben
15832,50 to 69,St James Mercy Hospital,M,Chronic obstructive pulmonary disease,2935.708317,Steuben
15833,50 to 69,St James Mercy Hospital,M,Heart failure,3031.315483,Steuben
15834,50 to 69,St James Mercy Hospital,M,Knee joint replacement,14936.525,Steuben
15835,50 to 69,St James Mercy Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-1271.206743,Steuben
15836,50 to 69,St James Mercy Hospital,M,Other pneumonia,2819.879455,Steuben
15837,50 to 69,St James Mercy Hospital,M,Schizophrenia,-1747.557118,Steuben
15838,50 to 69,St James Mercy Hospital,M,Septicemia & disseminated infections,3376.500521,Steuben
15839,50 to 69,St James Mercy Hospital,M,Vaginal delivery,1772.560757,Steuben
15840,50 to 69,St Johns Episcopal Hospital So Shore,F,Cellulitis & other skin infections,6063.05674,Queens
15841,50 to 69,St Johns Episcopal Hospital So Shore,F,Cesarean delivery,6307.729756,Queens
15842,50 to 69,St Johns Episcopal Hospital So Shore,F,Chronic obstructive pulmonary disease,6970.39507,Queens
15843,50 to 69,St Johns Episcopal Hospital So Shore,F,Heart failure,7066.002236,Queens
15844,50 to 69,St Johns Episcopal Hospital So Shore,F,Knee joint replacement,18971.21176,Queens
15845,50 to 69,St Johns Episcopal Hospital So Shore,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2763.48001,Queens
15846,50 to 69,St Johns Episcopal Hospital So Shore,F,Other pneumonia,6854.566208,Queens
15847,50 to 69,St Johns Episcopal Hospital So Shore,F,Schizophrenia,2287.129636,Queens
15848,50 to 69,St Johns Episcopal Hospital So Shore,F,Septicemia & disseminated infections,7411.187274,Queens
15849,50 to 69,St Johns Episcopal Hospital So Shore,F,Vaginal delivery,5807.24751,Queens
15850,50 to 69,St Johns Episcopal Hospital So Shore,M,Cellulitis & other skin infections,6293.366283,Queens
15851,50 to 69,St Johns Episcopal Hospital So Shore,M,Cesarean delivery,6538.039299,Queens
15852,50 to 69,St Johns Episcopal Hospital So Shore,M,Chronic obstructive pulmonary disease,7200.704613,Queens
15853,50 to 69,St Johns Episcopal Hospital So Shore,M,Heart failure,7296.311779,Queens
